1	1.0
2	1.0
3	0.667
4	0.25
5	0.2
6	0.833
7	0.429
8	0.5
9	0.556
10	0.5
11	0.273
12	0.333
13	0.615
14	0.286
15	0.467
16	0.5
17	0.353
18	0.556
19	0.737
20	0.65
21	0.381
22	0.273
23	0.522
24	0.417
25	0.56
26	0.462
27	0.37
28	0.571
29	0.621
30	0.5
31	0.452
32	0.656
33	0.606
34	0.441
35	0.429
36	0.389
37	0.595
38	0.526
39	0.538
40	0.625
41	0.439
42	0.5
43	0.465
44	0.477
45	0.4
46	0.5
47	0.511
48	0.542
49	0.571
50	0.5
51	0.588
52	0.519
53	0.453
54	0.481
55	0.473
56	0.732
57	0.649
58	0.517
59	0.559
60	0.55
61	0.607
62	0.5
63	0.54
64	0.422
65	0.492
66	0.47
67	0.507
68	0.485
69	0.536
70	0.514
71	0.437
72	0.444
73	0.342
74	0.514
75	0.547
76	0.487
77	0.519
78	0.5
79	0.418
80	0.45
81	0.42
82	0.451
83	0.482
84	0.452
85	0.529
86	0.593
87	0.483
88	0.455
89	0.461
90	0.456
91	0.571
92	0.359
93	0.559
94	0.489
95	0.568
96	0.469
97	0.464
98	0.398
99	0.485
100	0.5
