1	0.0
2	1.0
3	0.667
4	0.75
5	0.2
6	0.5
7	0.571
8	0.5
9	0.333
10	0.6
11	0.727
12	0.667
13	0.615
14	0.857
15	0.533
16	0.438
17	0.647
18	0.722
19	0.579
20	0.45
21	0.524
22	0.773
23	0.739
24	0.75
25	0.44
26	0.615
27	0.519
28	0.536
29	0.724
30	0.733
31	0.484
32	0.531
33	0.545
34	0.529
35	0.571
36	0.611
37	0.595
38	0.632
39	0.538
40	0.65
41	0.585
42	0.667
43	0.581
44	0.523
45	0.689
46	0.543
47	0.638
48	0.688
49	0.673
50	0.66
51	0.412
52	0.635
53	0.66
54	0.648
55	0.709
56	0.464
57	0.614
58	0.534
59	0.559
60	0.583
61	0.59
62	0.629
63	0.54
64	0.516
65	0.6
66	0.545
67	0.642
68	0.588
69	0.609
70	0.614
71	0.62
72	0.611
73	0.685
74	0.676
75	0.6
76	0.579
77	0.584
78	0.603
79	0.544
80	0.562
81	0.617
82	0.671
83	0.59
84	0.548
85	0.624
86	0.616
87	0.575
88	0.58
89	0.539
90	0.556
91	0.648
92	0.641
93	0.677
94	0.585
95	0.611
96	0.552
97	0.567
98	0.531
99	0.566
100	0.69
101	0.703
102	0.618
103	0.495
104	0.644
105	0.638
106	0.642
107	0.579
108	0.63
109	0.624
110	0.582
111	0.568
112	0.545
113	0.699
114	0.482
115	0.617
116	0.569
117	0.65
118	0.585
119	0.639
120	0.542
121	0.587
122	0.664
123	0.675
124	0.637
125	0.632
126	0.667
127	0.622
128	0.664
129	0.527
130	0.623
131	0.611
132	0.538
133	0.602
134	0.664
135	0.504
136	0.625
137	0.679
138	0.601
139	0.669
140	0.579
141	0.624
142	0.648
143	0.601
144	0.604
145	0.538
146	0.671
147	0.66
148	0.534
149	0.658
150	0.58
151	0.636
152	0.579
153	0.595
154	0.617
155	0.606
156	0.667
157	0.586
158	0.633
159	0.61
160	0.562
161	0.621
162	0.63
163	0.595
164	0.53
165	0.594
166	0.596
167	0.665
168	0.631
169	0.645
170	0.629
171	0.702
172	0.645
173	0.595
174	0.649
175	0.606
176	0.67
177	0.621
178	0.618
179	0.542
180	0.606
181	0.564
182	0.593
183	0.557
184	0.663
185	0.649
186	0.586
187	0.599
188	0.601
189	0.619
190	0.611
191	0.545
192	0.578
193	0.585
194	0.572
195	0.6
196	0.571
197	0.599
198	0.641
199	0.563
200	0.58
201	0.632
202	0.554
203	0.655
204	0.569
205	0.576
206	0.641
207	0.531
208	0.611
209	0.665
210	0.629
211	0.592
212	0.594
213	0.606
214	0.561
215	0.595
216	0.63
217	0.59
218	0.596
219	0.626
220	0.605
221	0.575
222	0.671
223	0.61
224	0.647
225	0.6
226	0.642
227	0.621
228	0.592
229	0.59
230	0.648
231	0.606
232	0.638
233	0.575
234	0.615
235	0.609
236	0.589
237	0.641
238	0.584
239	0.603
240	0.654
241	0.56
242	0.624
243	0.63
244	0.582
245	0.665
246	0.553
247	0.623
248	0.613
249	0.578
250	0.624
251	0.653
252	0.563
253	0.561
254	0.61
255	0.616
256	0.574
257	0.56
258	0.616
259	0.56
260	0.658
261	0.59
262	0.588
263	0.589
264	0.621
265	0.608
266	0.605
267	0.588
268	0.567
269	0.602
270	0.626
271	0.579
272	0.651
273	0.652
274	0.569
275	0.585
276	0.601
277	0.61
278	0.568
279	0.595
280	0.639
281	0.591
282	0.599
283	0.601
284	0.577
285	0.586
286	0.626
287	0.634
288	0.618
289	0.585
290	0.586
291	0.54
292	0.606
293	0.577
294	0.561
295	0.586
296	0.534
297	0.636
298	0.617
299	0.589
300	0.56
301	0.591
302	0.586
303	0.637
304	0.632
305	0.639
306	0.582
307	0.612
308	0.623
309	0.557
310	0.581
311	0.601
312	0.545
313	0.524
314	0.634
315	0.606
316	0.585
317	0.644
318	0.616
319	0.583
320	0.606
321	0.558
322	0.565
323	0.579
324	0.627
325	0.591
326	0.632
327	0.572
328	0.631
329	0.611
330	0.591
331	0.607
332	0.605
333	0.622
334	0.578
335	0.627
336	0.595
337	0.573
338	0.604
339	0.611
340	0.568
341	0.633
342	0.614
343	0.592
344	0.584
345	0.617
346	0.621
347	0.588
348	0.629
349	0.593
350	0.62
351	0.556
352	0.594
353	0.575
354	0.653
355	0.611
356	0.626
357	0.588
358	0.62
359	0.613
360	0.628
361	0.598
362	0.572
363	0.614
364	0.618
365	0.619
366	0.596
367	0.58
368	0.592
369	0.572
370	0.616
371	0.585
372	0.589
373	0.63
374	0.626
375	0.587
376	0.59
377	0.586
378	0.601
379	0.583
380	0.592
381	0.556
382	0.602
383	0.582
384	0.596
385	0.61
386	0.65
387	0.654
388	0.603
389	0.635
390	0.615
391	0.593
392	0.571
393	0.636
394	0.617
395	0.605
396	0.561
397	0.582
398	0.57
399	0.574
400	0.565
401	0.616
402	0.552
403	0.576
404	0.592
405	0.588
406	0.631
407	0.614
408	0.583
409	0.611
410	0.566
411	0.613
412	0.607
413	0.637
414	0.58
415	0.576
416	0.651
417	0.612
418	0.579
419	0.587
420	0.579
421	0.629
422	0.609
423	0.617
424	0.585
425	0.607
426	0.552
427	0.611
428	0.605
429	0.625
430	0.577
431	0.557
432	0.606
433	0.582
434	0.618
435	0.611
436	0.601
437	0.609
438	0.575
439	0.574
440	0.589
441	0.615
442	0.563
443	0.567
444	0.588
445	0.598
446	0.581
447	0.622
448	0.625
449	0.555
450	0.629
451	0.621
452	0.602
453	0.636
454	0.606
455	0.635
456	0.57
457	0.602
458	0.618
459	0.61
460	0.617
461	0.575
462	0.602
463	0.598
464	0.588
465	0.572
466	0.556
467	0.55
468	0.62
469	0.629
470	0.572
471	0.582
472	0.557
