1	1.0
2	1.0
3	1.0
4	1.0
5	0.4
6	0.667
7	0.571
8	0.625
9	0.556
10	0.6
11	0.727
12	0.667
13	0.615
14	0.714
15	0.533
16	0.688
17	0.647
18	0.667
19	0.526
20	0.55
21	0.619
22	0.545
23	0.522
24	0.583
25	0.6
26	0.577
27	0.593
28	0.5
29	0.724
30	0.6
31	0.742
32	0.562
33	0.515
34	0.559
35	0.714
36	0.528
37	0.676
38	0.526
39	0.692
40	0.6
41	0.61
42	0.69
43	0.535
44	0.614
45	0.556
46	0.565
47	0.66
48	0.479
49	0.571
50	0.54
51	0.51
52	0.596
53	0.472
54	0.593
55	0.564
56	0.625
57	0.632
58	0.741
59	0.576
60	0.5
61	0.607
62	0.581
63	0.492
64	0.672
65	0.554
66	0.682
67	0.642
68	0.676
69	0.623
70	0.557
71	0.549
72	0.611
73	0.603
74	0.581
75	0.573
76	0.566
77	0.649
78	0.603
79	0.696
80	0.613
81	0.481
82	0.598
83	0.651
84	0.512
85	0.647
86	0.593
87	0.621
88	0.557
89	0.517
90	0.6
91	0.582
92	0.587
93	0.656
94	0.585
95	0.611
96	0.604
97	0.67
98	0.714
99	0.687
100	0.63
