0	48
1	57
2	54
3	60
4	53
5	54
6	55
7	49
8	51
9	53
10	52
11	51
12	54
13	58
14	44
15	54
16	45
17	53
18	57
19	42
20	51
21	55
22	46
23	55
24	58
25	46
26	54
27	52
28	51
29	39
30	47
31	50
32	53
33	39
34	54
35	45
36	57
37	52
38	58
39	50
40	56
41	58
42	45
43	59
44	48
45	52
46	54
47	47
48	58
49	58
50	53
51	45
52	48
53	49
54	39
55	53
56	50
57	46
58	57
59	47
60	53
61	47
62	58
63	59
64	47
65	56
66	48
67	50
68	60
69	50
70	53
71	57
72	52
73	63
74	49
75	53
76	55
77	44
78	54
79	44
80	46
81	54
82	46
83	48
84	54
85	44
86	51
87	61
88	53
89	44
90	56
91	46
92	45
93	49
94	51
95	55
96	56
97	55
98	48
99	52
100	52
101	51
102	51
103	44
104	58
105	56
106	51
107	52
108	49
109	50
110	54
111	52
112	56
113	54
114	48
115	52
116	56
117	41
118	48
119	54
120	47
121	53
122	52
123	54
124	53
125	56
126	51
127	43
128	53
129	53
130	54
131	69
132	59
133	52
134	45
135	41
136	52
137	51
138	54
139	40
140	44
141	58
142	59
143	58
144	48
145	52
146	57
147	57
148	57
149	40
150	47
151	50
152	55
153	50
154	42
155	46
156	53
157	47
158	51
159	45
160	45
161	51
162	54
163	55
164	52
165	50
166	50
167	55
168	60
169	46
170	48
171	46
172	51
173	57
174	53
175	51
176	53
177	56
178	57
179	53
180	52
181	45
182	43
183	47
184	44
185	45
186	55
187	49
188	51
189	42
190	53
191	52
192	50
193	47
194	57
195	51
196	51
197	43
198	51
199	44
200	49
201	58
202	50
203	36
204	53
205	49
206	47
207	54
208	51
209	50
210	54
211	55
212	39
213	45
214	50
215	51
216	54
217	43
218	55
219	53
220	51
221	46
222	58
223	51
224	56
225	47
226	56
227	44
228	50
229	54
230	49
231	55
232	48
233	57
234	54
235	42
236	52
237	57
238	53
239	52
240	49
241	37
242	49
243	54
244	53
245	50
246	49
247	50
248	50
249	49
250	54
251	48
252	54
253	56
254	51
255	48
256	44
257	54
258	50
259	47
260	54
261	52
262	51
263	40
264	47
265	47
266	51
267	51
268	50
269	58
270	52
271	43
272	49
273	52
274	49
275	46
276	49
277	50
278	42
279	44
280	39
281	56
282	47
283	49
284	64
285	47
286	54
287	62
288	46
289	56
290	42
291	53
292	50
293	51
294	47
295	56
296	51
297	58
298	41
299	52
300	56
301	53
302	43
303	53
304	44
305	42
306	49
307	46
308	48
