0	63
1	60
2	60
3	67
4	56
5	60
6	66
7	57
8	65
9	60
10	55
11	59
12	62
13	58
14	65
15	58
16	55
17	63
18	46
19	66
20	70
21	54
22	61
23	68
24	50
25	56
26	64
27	63
28	60
29	61
30	61
31	61
32	52
33	58
34	66
35	59
36	55
37	60
38	59
39	63
40	77
41	56
42	53
43	63
44	57
45	63
46	64
47	67
48	66
49	62
50	64
51	55
52	54
53	67
54	69
55	55
56	60
57	59
58	69
59	63
60	62
61	63
62	57
63	53
64	53
65	54
66	65
67	72
68	64
69	55
70	58
71	56
72	59
73	56
74	65
75	64
76	60
77	51
78	57
79	67
80	62
81	61
82	54
83	56
84	58
85	54
86	56
87	60
88	67
89	57
90	55
91	69
92	54
93	63
94	50
95	56
96	59
97	54
98	54
99	54
100	57
101	60
102	63
103	54
104	56
105	60
106	61
107	57
108	54
109	64
110	52
111	55
112	53
113	59
114	61
115	59
116	48
117	58
118	64
119	63
120	56
121	64
122	61
123	54
124	62
125	58
126	48
127	64
128	55
129	64
130	52
131	64
132	66
133	56
134	65
135	54
136	60
137	60
138	59
139	69
140	61
141	58
142	58
143	61
144	59
145	66
146	70
147	62
148	62
149	63
150	61
151	62
152	58
153	70
154	54
155	54
156	62
157	63
158	57
159	64
160	57
161	65
162	63
163	55
164	52
165	66
166	61
167	55
168	69
169	66
170	55
171	57
172	53
173	58
174	50
175	54
176	62
177	58
178	57
179	66
180	72
181	69
182	64
183	65
184	66
185	68
186	60
187	54
188	68
189	65
190	64
191	55
192	69
193	56
194	64
195	57
196	63
197	57
198	60
199	68
200	57
201	61
202	61
203	53
204	64
205	63
206	56
207	68
208	66
209	64
210	66
211	56
212	60
213	54
214	63
215	70
216	61
217	62
218	54
219	58
220	59
221	60
222	65
223	71
224	57
225	67
226	61
227	54
228	49
229	54
230	60
231	55
232	58
233	63
234	53
235	60
236	59
237	65
238	59
239	58
240	61
241	59
242	51
243	64
244	61
245	65
246	59
247	61
248	68
249	52
250	62
251	70
252	58
253	65
254	69
255	61
256	62
257	62
258	62
259	72
260	51
261	55
262	57
263	63
264	62
265	62
266	65
267	52
268	60
269	60
270	56
271	62
272	61
273	60
274	68
275	58
276	69
277	65
278	66
279	67
280	64
281	59
282	59
283	66
284	65
285	53
286	71
287	54
288	56
289	58
290	56
291	66
292	58
293	63
294	62
295	61
296	64
297	64
298	63
299	60
300	66
301	64
302	60
303	63
304	65
305	57
306	63
307	63
308	53
309	58
310	64
311	59
312	65
313	63
314	59
315	51
316	53
317	74
318	55
319	53
320	59
321	59
322	57
323	54
324	66
325	65
326	60
327	56
328	59
329	66
330	58
331	68
332	60
333	54
334	67
335	61
336	60
337	70
338	60
339	54
340	68
341	67
342	60
343	54
344	66
345	63
346	52
347	65
348	57
349	64
350	60
351	59
352	55
353	58
354	60
355	63
356	68
357	60
358	50
359	55
360	67
361	59
362	60
363	55
364	63
365	66
366	65
367	54
368	60
369	66
370	68
371	66
372	67
373	62
374	62
375	68
376	72
377	63
378	63
379	70
380	57
381	60
382	64
383	61
384	54
385	63
386	61
387	58
388	52
389	59
390	57
391	60
392	57
393	60
394	65
395	61
396	56
397	59
398	70
399	59
400	53
401	62
402	66
403	59
404	56
405	54
406	55
407	60
408	67
409	62
410	57
411	56
412	50
413	50
414	68
415	62
416	51
417	62
418	57
419	60
420	59
421	55
422	62
423	54
424	64
425	60
426	56
427	56
428	67
429	61
430	62
431	65
432	56
433	64
434	70
435	64
436	53
437	56
438	55
439	57
440	58
441	58
442	63
443	58
444	68
445	59
446	47
447	55
448	70
449	61
450	58
451	61
452	68
453	60
454	67
455	69
456	58
457	62
458	61
459	67
460	55
461	61
462	66
463	69
464	68
465	72
466	60
467	63
468	58
469	66
470	58
471	65
472	62
473	62
474	60
475	61
476	60
477	63
478	58
479	64
480	58
481	54
482	61
483	64
484	65
485	60
486	61
487	65
488	54
489	63
490	66
491	64
492	60
493	56
494	62
495	65
496	67
497	64
498	69
499	58
500	58
501	56
502	59
503	64
504	66
505	54
506	61
507	64
508	58
509	65
510	58
511	63
512	62
513	57
514	54
515	65
516	68
517	58
518	59
519	55
520	61
521	60
522	60
523	62
524	61
525	56
526	65
527	52
528	55
529	56
530	62
531	58
532	60
533	62
534	51
535	61
536	59
537	53
538	63
