0	46
1	51
2	42
3	44
4	48
5	54
6	47
7	37
8	38
9	49
10	53
11	49
12	48
13	50
14	48
15	53
16	46
17	57
18	56
19	56
20	43
21	53
22	58
23	46
24	61
25	51
26	47
27	46
28	54
29	55
30	46
31	43
32	61
33	47
34	56
35	55
36	49
37	48
38	52
39	42
40	54
41	53
42	51
43	37
44	54
45	61
46	55
47	45
48	49
49	54
50	46
51	52
52	46
53	44
54	49
55	44
56	47
57	51
58	57
59	50
60	51
61	58
62	51
63	41
64	44
65	62
66	53
67	46
68	55
69	44
70	50
71	57
72	58
73	47
74	48
75	51
76	44
77	59
78	49
79	49
80	51
81	47
82	44
83	50
84	48
85	56
86	52
87	46
88	54
89	46
90	62
91	48
92	47
93	50
94	54
95	40
96	51
97	52
98	55
99	45
100	57
