0	64
1	56
2	67
3	67
4	56
5	61
6	64
7	55
8	60
9	57
10	54
11	56
12	66
13	51
14	66
15	58
16	52
17	56
18	60
19	65
20	62
21	52
22	56
23	59
24	56
25	70
26	69
27	58
28	56
29	65
30	62
31	55
32	60
33	51
34	63
35	58
36	57
37	49
38	61
39	63
40	64
41	63
42	62
43	64
44	64
45	56
46	65
47	61
48	69
49	68
50	62
51	71
52	62
53	59
54	56
55	63
56	56
57	57
58	67
59	62
60	57
61	61
62	55
63	63
64	55
65	56
66	58
67	64
68	74
69	57
70	63
71	69
72	57
73	61
74	66
75	59
76	57
77	58
78	66
79	65
80	53
81	59
82	66
83	64
84	59
85	49
86	59
87	62
88	55
89	72
90	59
91	72
92	56
93	58
94	61
95	57
96	67
97	59
98	65
99	55
100	64
